Date,WBA,LEG,BEN,SWK,XOM,CVX,BKH,NFG,CAT,TGT,ITW,EMR,APD,PG,JNJ,ATO,GPC,GD,AOS,HRL,LOW,PPG,PH,ABM,ADM,ABT,CWT,ADP,TNC,DOV
2006-04-18,42.81999969,24.43000031,32.45000076,54.02000046,63.54000092,60.86999893,33.68999863,32.79000092,78.91000366,51.68000031,49.31000137,41.68000031,64.02405548,56.15999985,58.13000107,26.20999908,44.86999893,66.44999695,8.920000076,8.492500305,32.06499863,31.54999924,55.88666534,17.25,36.77999878,19.99806404,21.79000092,36.96471786,25.89999962,32.79281998
2006-04-19,43.45000076,24.11000061,32.51666641,54.33000183,64.30000305,61.00999832,33.56999969,33.11999893,78.97000122,51.45999908,49.58499908,42.56499863,63.64477158,56.06999969,58.02000046,26.53000069,44.79999924,69.41000366,8.558333397,8.50249958,31.89999962,31.58499908,56.24000168,17.25,37.70000076,19.83493233,22.29999924,36.63162994,25.625,32.69226837
2006-04-20,42.81999969,23.89999962,32.41666794,53.90999985,63.91999817,60.02999878,33.18000031,33.06000137,77.97000122,51.59999847,50.75,42.82500076,63.37650299,56.25999832,58.22000122,26.60000038,44.79999924,68.33000183,8.40333271,8.317500114,31.85000038,32.93000031,56.42666626,17.40999985,37.29999924,20.10841751,22.43499947,36.83782578,25.10000038,33.11457825
2006-04-21,42.40999985,25.79999924,32.28666687,54.16999817,65,61.47999954,33.27000046,33.38000107,77.87000275,50.84999847,51.33000183,43.13999939,64.04255676,56.34000015,58.36999893,26.70000076,44.49000168,67.87999725,8.176667213,8.282500267,31.63999939,33.29999924,56.34666824,17.40999985,37.86000061,20.15159988,22.68000031,36.2509613,25.37000084,33.31568146
2006-04-24,42.20000076,26.03000069,32.11999893,53.43999863,64.41000366,60.99000168,33.16999817,33.29999924,77.37999725,51.79999924,51.61999893,42.95500183,63.95004654,56.59999847,58.33000183,26.60000038,44.24000168,68.52999878,8.194999695,8.342499733,31.41500092,33.34500122,55.79999924,17.12000084,38.20999908,19.73897171,21.71500015,35.90201187,25.35499954,33.22853851
2006-04-25,41.81999969,26.45000076,32.01666641,53.29999924,63.95000076,60.40999985,32.95000076,32.99000168,74.93000031,52.08000183,51.31499863,42.49499893,63.97779846,57.27000046,58.20999908,26.45000076,43.91999817,68.30999756,8.001667023,8.24750042,31.29500008,33.54499817,54.70000076,17.31999969,36.66999817,19.76775932,21.62000084,35.8068428,24.90999985,32.85314941
2006-04-26,42.22999954,26.52000046,32.56666565,51.45000076,63.09999847,60.22000122,35.00999832,32.86000061,75.94999695,53.34999847,52.17499924,42.56499863,63.03422928,58.00999832,58.54000092,26.45999908,43.93999863,68.02999878,7.980000019,8.454999924,31.43000031,33.68500137,55.29999924,17.60000038,36.93000031,19.72457886,22.17499924,36.00511169,25.42499924,33.08106232
2006-04-27,41.93000031,26.68000031,31.05999947,51.41999817,62.41999817,59.97999954,35.75,32.83000183,75.05999756,53.45999908,51.65000153,42.34500122,63.45050812,58.38000107,58.65000153,26.64999962,43.95000076,68.27999878,7.755000114,8.427499771,31.67499924,33.65000153,54.38000107,17.61000061,36.18999863,20.16599464,21.30500031,36.5681839,25.04500008,32.58501434
2006-04-28,41.93000031,26.53000069,31.04000092,52.25,63.08000183,61.02000046,36.40000153,33.25,75.73999786,53.09999847,51.34999847,42.47499847,63.38575363,58.20999908,58.61000061,26.54000092,43.65000153,65.62000275,7.903333187,8.390000343,31.52499962,33.56000137,54.03333282,17.20000076,36.34000015,20.50665283,21.25499916,34.9582634,25.43000031,33.34919739
2006-05-01,41.61999893,26.70999908,29.45666695,52.04999924,63.41999817,61.16999817,36.09999847,33.74000168,75.62999725,53.11999893,51.35499954,42.70999908,62.45143509,57.88000107,58.59000015,26.64999962,43.5,66.31999969,7.585000038,8.362500191,31.77499962,33.59500122,54.76666641,17.34000015,38,20.30513573,20.97500038,35.20411682,25.52499962,33.44974899
2006-05-02,41.49000168,26.79999924,29.70000076,52.11999893,64.66999817,62.79999924,36.59999847,33.93000031,77.48000336,53.59000015,51.47999954,43.26499939,62.70120239,58.11000061,58.66999817,26.70000076,43.40000153,67.19999695,7.533332825,8.5,31.35000038,33.94499969,55.58000183,17.29000092,41.90000153,20.22356987,20.85499954,35.28342056,25.97500038,33.68436432
2006-05-03,41.13999939,26.72999954,29.55666733,52.22999954,63.77000046,61.90000153,36.81999969,33.61000061,78.09999847,53.52000046,52.20000076,43.29000092,63.23774338,56.22000122,58.34999847,26.95999908,43.61000061,66.91999817,7.673333168,8.422499657,31.17499924,34.17499924,56.23333359,17.39999962,43.31999969,20.27154922,21,34.91861343,26.60000038,33.73128891
2006-05-04,40.95000076,26.60000038,30.13333321,52.41999817,63.31000137,62,37.31000137,33.79999924,78.80999756,53.15000153,52.02000046,43.34500122,62.80295944,55.86000061,58.25999832,27.25,43.86999893,68.02999878,7.658332825,8.340000153,31.37000084,34.03499985,56.89333344,17.46999931,40,20.40589333,20.84000015,34.97412491,27.59000015,33.65755081
2006-05-05,41.54000092,26.76000023,31.19000053,52.59000015,64,62.34999847,36.63000107,34.29000092,79.98000336,54.54000092,52.93000031,43.73500061,63.43200684,55.72999954,58.70000076,27.40999985,43.83000183,68.65000153,7.686666965,8.457500458,32.65999985,34.13999939,57.34000015,17.54999924,40.70000076,20.52104568,20.76499939,35.27548981,27.07999992,33.91228104
2006-05-08,41.93000031,26.95999908,30.70000076,52.74000168,63.70999908,62.00999832,36.91999817,34.93000031,79.90000153,54.70999908,53.29000092,43.53499985,63.2654953,56.34000015,58.70999908,27.72999954,43.81999969,67.79000092,7.533332825,8.489999771,32.48500061,34.09999847,56.83333206,17.42000008,43.22000122,20.37710571,20.40999985,34.78379059,26.69499969,34.12678528
2006-05-09,41.75,26.79999924,31.11666679,52.50999832,63.93999863,62.86000061,36.75999832,35.13000107,81.13999939,54.29999924,53.02500153,43.68999863,63.23774338,56.5,58.36000061,27.32999992,43.79999924,67.87999725,7.498332977,8.449999809,32.71500015,34.15499878,57.25333405,17.38999939,45.22000122,20.27154922,20.70999908,34.69655228,26.76499939,34.19382095
2006-05-10,41.36000061,26.67000008,31.26666641,52,63.88000107,62.88000107,36.29999924,35.06000137,80.97000122,53.99000168,52.93500137,43.35499954,62.42368317,56.34000015,58.31999969,27.47999954,43.77000046,67.05999756,7.409999847,8.350000381,32.22999954,34.23500061,56.84000015,17.37999916,45,20.05084229,20.03000069,35.03757095,27.32500076,34.57591248
2006-05-11,40.65000153,26.55999947,30.45666695,51.38000107,63.45999908,62.70999908,35.61999893,35.11000061,79.62000275,53.41999817,52.83499908,43.06999969,62.08140564,55.65000153,58.84000015,27.04999924,43.52999878,66.66999817,7.141666889,8.454999924,32.15499878,34.18000031,56.94666672,17.20000076,45.25,20.16119576,19.08499908,34.81551361,25.60000038,34.3815155
2006-05-12,39.97000122,26.05999947,29.76666641,50.68000031,62.24000168,61.38000107,35.04999924,34.81999969,77.80999756,52.20999908,51.39500046,42.51499939,60.97132111,55.00999832,58.83000183,27.05999947,43.36000061,65.19999695,7.295000076,8.369999886,31.63500023,33.65000153,54.79999924,17.15999985,44.09999847,19.87331581,18.65999985,34.89482117,25.41500092,33.65755081
2006-05-15,40.59999847,26.31999969,29.58333206,50.52000046,62,60.56000137,35.29999924,34.61000061,77.47000122,50.02000046,51.18000031,42.53499985,61.45235825,55.56999969,59.97000122,26.85000038,43.50999832,65.69000244,7.230000019,8.444999695,31.62000084,33.33499908,54.79999924,17.25,43.15000153,20.29553986,18.40500069,35.01377869,24.75,33.40952682
2006-05-16,39.97999954,25.92000008,29.66333389,49.84999847,61.95999908,61.02000046,34.58000183,34.47999954,77.33999634,49.33000183,51.44499969,42.36000061,60.61054611,56.04000092,60.25,26.43000031,43.25999832,64.66999817,7.273333073,8.43500042,31.25499916,33.53499985,55.06666565,17.36000061,44.13000107,20.46826744,19.00499916,34.80758286,25.51499939,33.55700302
2006-05-17,39.79999924,25.34000015,29.22999954,48.56000137,60.18000031,58.93999863,34.25,34.02999878,75.91000366,48.70000076,50.11999893,41.34000015,59.66697311,55.33000183,60.13000107,26.20000076,42.95999908,62.97000122,7.119999886,8.31499958,30.63500023,32.90000153,53.29333115,17.25,42.18999863,20.07003403,18.39999962,34.97412491,26.45499992,32.62523651
2006-05-18,40.36999893,25.18000031,28.91333389,47.86000061,59.88999939,58.70000076,33.95999908,33.88999939,74.62000275,48.41999817,49.63999939,40.29499817,59.46345901,54.88999939,60.13999939,26.17000008,42.63000107,62.97999954,7.041666985,8.292499542,30.75,32.61000061,52.34000015,17.5,39.79999924,20.13240814,19.13500023,35.26755905,26.00499916,32.40402603
2006-05-19,41.20000076,25.34000015,29.58333206,48.20000076,60.45000076,58.47000122,33.77000046,34.61000061,72.77999878,49.15999985,49.97499847,39.97499847,59.51896286,54.15000153,59.90000153,26.29999924,42.86999893,64.47000122,7.298333168,8.494999886,31.31999969,32.72499847,52.53333282,17.54000092,40.20000076,20.06523514,19.20999908,36.01303864,25.54999924,32.62523651
2006-05-22,41.25,25.22999954,29.18666649,48.18999863,60.77999878,58.22000122,34,34.70999908,72.87000275,49.13000107,49.35499954,39.77000046,58.82516098,54.27999878,59.86000061,26.56999969,43.09000015,65.05000305,7,8.522500038,29.90999985,32.15999985,51.98666763,17.61000061,40,20.03165054,19.04500008,35.78305054,24.30999947,32.02193451
2006-05-23,40.97000122,25.11000061,29.26000023,47.90000153,60.38999939,58.09999847,33.34999847,34.58000183,73.72000122,49.13999939,49.65999985,39.99000168,59.3246994,54.49000168,60,26.09000015,43.11000061,63,6.83833313,8.414999962,29.70499992,32.18500137,51.79999924,17.38999939,40.04999924,20.02685165,18.375,35.90994263,24.21500015,32.03533936
2006-05-24,41.18000031,25.10000038,28.95000076,48.38000107,60.09999847,57.59999847,33.70999908,34.54000092,73.58999634,48.97999954,49.70999908,40.27500153,59.10268402,54.81999969,60.79000092,26,43.09999847,62.33000183,6.934999943,8.470000267,30.32999992,32.19499969,51.58000183,17.72999954,40.29999924,20.22356987,18.10499954,36.50474167,23.97999954,32.40402603
2006-05-25,41.29999924,24.96999931,29.59000015,48.86000061,61.52000046,59.49000168,33.63000107,35.34999847,73.95999908,49.02000046,50.375,40.40000153,59.64847565,55.25999832,60.45000076,26.56999969,43.75,62.66999817,7.195000172,8.912500381,31.02000046,32.29999924,52.35333252,17.81999969,41.38000107,20.39150047,18.70000076,36.36991882,24.125,32.5716095
2006-05-26,41.29999924,25.20000076,30.12999916,49.13999939,61.58000183,59.83000183,33.5,35.40000153,74.41999817,48.84999847,50.25999832,41.27000046,60.46253586,55.13000107,60.68999863,26.70999908,43.95999908,62.70000076,7.239999771,8.897500038,30.92499924,32.47499847,52.32666779,17.29000092,42.70999908,20.47306633,18.80500031,36.46508789,24.25,32.78611755
2006-05-30,40.20000076,24.73999977,29.23333359,48,60.20000076,58.45000076,33.25999832,35.54999924,72.16000366,48.68000031,49.27999878,40.44499969,58.88991547,54.38000107,59.84999847,26.53000069,43,63.27999878,7.105000019,8.729999542,30.49500084,31.97500038,51.19333267,17.14999962,40.86000061,20.41069221,18.29000092,35.95752716,23.75499916,32.54479599
2006-05-31,40.59999847,25.38999939,29.98333359,48.54999924,60.90999985,59.79000092,33.83000183,35.79999924,72.94999695,48.91999817,49.65000153,41.25999832,59.99074936,54.25,60.22000122,26.84000015,43.06000137,63.63999939,7.324999809,8.977499962,31.13999939,32.16999817,52.01333237,17.35000038,41.56999969,20.48745918,18.76499939,36.06062317,24.82500076,32.73919296
2006-06-01,40.59999847,25.81999969,30.21666718,49.54999924,61.11000061,59.97999954,34.70999908,36.49000168,73.29000092,49.27000046,50.43000031,41.73500061,61.3506012,54.47999954,60.65000153,27,43.63999939,64.52999878,7.519999981,8.967499733,31.72999954,32.47999954,52.54000092,17.65999985,43.22999954,20.73695564,19.56500053,36.52853012,24.625,32.88666534
2006-06-02,42.65000153,25.60000038,30.22999954,49.86999893,61.65000153,60.75,34.88999939,36.13000107,72.80999756,49.18999863,50.06999969,41.40499878,61.42460632,53.95000076,60.74000168,27.22999954,43.24000168,64.06999969,7.31666708,8.989999771,31.72999954,32.60499954,52.56666565,17.79000092,42.34000015,20.69377327,19.90999985,36.28268051,25.01499939,32.95370102
2006-06-05,41.86000061,25.21999931,29.37999916,47.68999863,60.04999924,59.34999847,34.02999878,35.56000137,69.33000183,48.45000076,49.25,40.36500168,60.12950897,53.18000031,60.13000107,26.87999916,42.52000046,63.75,7.053332806,8.840000153,31.05999947,32.08000183,51.25333405,17.28000069,41.5,20.37230873,18.81999969,36.00511169,24.47500038,32.1224823
2006-06-06,41.58000183,25.05999947,29.17666626,46.58000183,60.40000153,58.93000031,34.02000046,35.54999924,68.48000336,47.59999847,49.18999863,40.31499863,59.11193466,53.36999893,60.93999863,26.78000069,42.13000107,63.25999832,6.998332977,8.944999695,30.75499916,32.25500107,50.29999924,17.25,41.84000015,20.26195335,18.73500061,36.24303055,24.27499962,31.53258705
2006-06-07,41.29000092,24.52000046,29.40999985,46.09000015,58.81999969,57.16999817,34.34999847,34.95999908,66.73999786,48.90000153,48.56000137,39.93999863,57.90934372,53.24000168,61.16999817,26.61000061,41.5,63.45999908,7.041666985,8.989999771,30.49500084,32.00999832,50.05333328,17.89999962,41.56999969,20.57862282,18.40500069,36.10027695,24.12999916,31.25775146
2006-06-08,41.81999969,24.81999969,29.19666672,46.65999985,59.56999969,57.86000061,34.88999939,35.27999878,66.88999939,49.34000015,48.02000046,39.31000137,57.28954697,54.74000168,61.56000137,26.87000084,41.91999817,63.95000076,7.118332863,8.774999619,31.05999947,32.07500076,49.59999847,18.17000008,40.00999832,20.71296692,18.5,35.67202377,24.04999924,30.69466972
2006-06-09,42.61000061,24.90999985,28.98666763,46.81999969,58.79999924,57.52999878,35.11000061,35.02999878,67.51999664,48.40999985,48.70999908,40.07500076,57.15078735,54.45000076,61.38000107,26.92000008,41.52999878,63.36999893,7.248332977,8.777500153,31.11499977,31.90500069,49.84000015,17.54000092,41.25999832,20.63139915,18.11000061,35.36272812,23.60499954,30.73488808
2006-06-12,42.25,24.52000046,27.9533329,45.81000137,58.24000168,57.59000015,34.65999985,34.40000153,66.31999969,48.20999908,47.83000183,39.49499893,56.65124893,54.31000137,61.38000107,26.68000031,41.09000015,62.41999817,7.166666985,8.699999809,30.64999962,31.70999908,49.06000137,17.29000092,40.29000092,20.49705505,17.52000046,35.44996643,23.5,30.17180634
2006-06-13,42.5,24.32999992,27.30666733,44.97999954,56.65000153,56.77999878,33.75,33.63000107,66.33000183,48.06000137,47.40000153,39.75,54.8658638,54.13000107,61.04999924,26.26000023,40.72000122,62.59999847,7.204999924,8.657500267,30.87999916,31.36499977,47.82666779,17.32999992,38.20999908,20.36750984,17.14999962,35.03757095,23.37999916,30.31928062
2006-06-14,43.08000183,24.28000069,27.07666779,45.27000046,57.79999924,57.83000183,33.52000046,33.91999817,67.48000336,48.27000046,47.29999924,40.65499878,56.28121948,54.83000183,61.25,26.29999924,40.79999924,63.99000168,7.238333225,8.670000076,31.13500023,31.70000076,48.02666855,17.43000031,38.77000046,20.48745918,17.32500076,35.29928207,23.96500015,30.2388401
2006-06-15,43.38999939,25.07999992,28.32999992,46.09000015,59.11999893,59.43000031,33.77000046,34.61999893,70.84999847,49.50999832,48.97000122,41.22000122,57.84458923,54.88000107,61.47000122,26.64999962,40.79999924,64.76999664,7.400000095,8.74750042,31.56500053,32.57500076,49.93999863,17.95999908,39.74000168,20.66018867,18.09499931,35.65616226,24.20499992,30.86895561
2006-06-16,43.20000076,25.01000023,28.34666634,45.66999817,58.79999924,58.70999908,33.77000046,34.5,70.55000305,49.22000122,48.22999954,40.92499924,57.82608795,55.02000046,61.68000031,26.64999962,40.72000122,66.12000275,7.275000095,8.942500114,31.12000084,32.36999893,49.61999893,17.54000092,39.08000183,20.52584457,17.37999916,35.60857773,23.66500092,30.75499916
2006-06-19,42.97000122,24.78000069,28.15666771,45.15000153,57.38999939,57.50999832,32.86000061,33.59000015,69.94999695,49.09999847,47.43000031,40.50500107,56.96577072,54.86999893,61.34999847,26.35000038,40.50999832,65.5,7.266666889,9.029999733,30.79000092,31.54999924,49.48666763,17.5,38.36999893,20.30513573,17.03000069,35.32307434,23.51499939,30.70137215
2006-06-20,43.45000076,24.64999962,28.46333313,44.61000061,57.38999939,57.50999832,32.75,33.58000183,70.98999786,49.04000092,47.59999847,40.25500107,57.78908539,55.58000183,61.52999878,26.39999962,40.36000061,65.20999908,7.295000076,9.042499542,30.59499931,31.51000023,49.46666718,17.54999924,39.38999939,20.25715637,16.89500046,35.29135132,23.52499962,30.70807648
2006-06-21,43.79999924,25.22999954,28.95999908,45.70000076,58.06000137,58.27999878,33.13000107,33.93999863,72.47000122,49.61999893,47.93000031,40.45000076,58.54764175,55.81999969,61.79000092,26.62999916,41.15000153,65.51999664,7.31666708,9.204999924,30.90500069,31.73999977,50.33333206,17.81999969,38.86999893,20.2811451,17.04500008,35.48961639,23.81999969,31.55269814
2006-06-22,43.59999847,25.03000069,29.01333237,45.52999878,57.97000122,58.65999985,33.02999878,33.86000061,72.27999878,49.40000153,47.5,40.65499878,58.27936935,55.84999847,61.18000031,26.71999931,41.13999939,65.31999969,7.33833313,9.137499809,30.57500076,31.98500061,50.07333374,17.57999992,38.84999847,20.17079163,16.86000061,35.26755905,23.375,31.63984108
2006-06-23,43.61000061,25.02000046,28.89666748,45.68999863,58.09999847,58.70999908,33.15999985,34.41999817,72.13999939,49.25,47.54000092,41.09999847,58.64014816,55.72999954,61.31999969,27.05999947,41.16999817,65.40000153,7.458333015,9.152500153,30.43000031,32.11000061,50.07333374,17.43000031,38.90000153,20.12760925,16.97500038,35.12480927,23.46999931,31.46555519
2006-06-26,44.09999847,25.14999962,28.56666756,46.06999969,58.81999969,59.68000031,33.24000168,34.49000168,72.48000336,49.50999832,47.63000107,41.20000076,58.66790009,55.99000168,60.20999908,27.36000061,41.41999817,64.58000183,7.451666832,9.177499771,31.00499916,32.57500076,50.40000153,17.55999947,39.95999908,20.16599464,17.27000046,35.27548981,23.99500084,31.6197319
2006-06-27,44.34000015,24.60000038,27.80999947,46.02000046,59.65000153,60.09999847,33.15999985,34.61999893,71.65000153,48.5,47.04999924,40.97000122,57.53006363,55.75,59.54999924,27.52000046,41.15999985,64.15000153,7.440000057,9.137499809,30.5,31.79500008,50.41999817,17.18000031,39.34999847,19.9788723,17.07500076,35.23583984,23.77499962,31.60632515
2006-06-28,44.34999847,24.27000046,27.91666794,45.58000183,61.11999893,61.36000061,33.75,34.86999893,72.70999908,48.45999908,46.79000092,40.84999847,57.29879761,55.77000046,59.22999954,27.62999916,41.20999908,64.05999756,7.41166687,9.132499695,30.27000046,31.83499908,50.43333435,17.02000046,40.15999985,20.24276161,17.04500008,35.60064697,24.47500038,31.78061295
2006-06-29,45.27000046,24.86000061,28.84666634,47.04999924,62.36999893,62.45000076,34.49000168,35.5,74.40000153,49.31999969,47.65000153,41.98500061,58.48288727,56.99000168,59.88999939,27.81999969,41.59000015,65.33000183,7.766666889,9.307499886,30.89500046,32.65499878,51.8666687,17.40999985,41.04999924,20.5834198,17.54999924,36.02096939,25.95000076,32.93358994
2006-06-30,44.84000015,24.97999954,28.93666649,47.22000122,61.34999847,62.06000137,34.33000183,35.13999939,74.48000336,48.86999893,47.5,41.90499878,59.13043594,55.59999847,59.91999817,27.90999985,41.65999985,65.45999908,7.726666927,9.284999847,30.33499908,33,51.73333359,17.10000038,41.27999878,20.92407799,17.87000084,35.96545792,25.13999939,33.13468933
2006-07-03,45.24000168,24.71999931,29.07333374,47.20999908,62.15000153,62.75,34.36999893,35.5,74.76999664,48.63000107,47.50999832,42.02999878,59.78723526,56.29999924,60.15000153,28.22999954,41.45000076,65.19999695,7.78000021,9.340000153,30.42000008,33.15999985,51.76666641,17.19000053,43.02999878,20.90968323,17.77499962,36.06855392,24.73999977,33.22853851
2006-07-05,45.11000061,23.98999977,28.13333321,46.63999939,62.54999924,63.88000107,34.11000061,35.34000015,73.12999725,48.27000046,46.90000153,41.41500092,59.04718018,55.93000031,60.04000092,28.23999977,41.65999985,64.97000122,7.586667061,9.215000153,30.40999985,32.92499924,50.97333145,16.75,42.20999908,20.92407799,17.5,35.96545792,24.80999947,33.20172501
2006-07-06,45.54999924,24.43000031,28.13333321,46.11999893,63.47000122,63.97999954,33.93000031,35.31000137,73.65000153,49.16999817,46.45999908,41.79000092,59.25069427,56.45000076,60.52000046,28.43000031,42.13000107,67,7.568333149,9.255000114,30.28000069,32.68999863,50.84666824,16.81999969,42.47000122,21.00564384,17.82999992,36.01303864,25,33.11457825
2006-07-07,45.84999847,23.95000076,27.5,45.65999985,62.84000015,63.68000031,33.59999847,35.33000183,72.58000183,49.22000122,45.54999924,40.90999985,58.23311615,56.5,60.61999893,28.35000038,41.68000031,66.51999664,7.501667023,9.225000381,28.95999908,32.52500153,51.31999969,16.55999947,43.06999969,21.01523972,17.48999977,34.90275192,25.10000038,32.68556595
2006-07-10,46.72999954,24.28000069,27.81333351,46.11999893,63.04000092,64.26999664,33.97000122,36.22999954,73.26999664,49.61000061,45.74000168,41.08499908,58.54764175,56.97999954,60.95000076,28.5,42.15000153,66.90000153,7.591667175,9.237500191,28.70000076,33.24499893,50.79333115,16.61000061,43.11000061,20.94326973,17.91500092,35.20411682,25.34499931,32.44424438
2006-07-11,46.79999924,23.92000008,27.90666771,44.90000153,63.97999954,65.30000305,34.58000183,36.70000076,73.40000153,50.13999939,45.61000061,40.91999817,60.0462532,57.25,60.77000046,28.70000076,42.66999817,68.66000366,7.574999809,9.295000076,28.53000069,33.29499817,50.77999878,16.86000061,43.65000153,21.37988853,18.24500084,34.91068268,25.22500038,32.50457382
2006-07-12,46.70999908,23.5,28.18666649,44.49000168,63.97000122,64.87000275,34.40999985,36.5,71.30999756,49.02999878,45.22000122,41.18999863,59.13043594,56.61000061,60.61999893,28.54999924,42.00999832,69,7.34499979,9.232500076,27.44000053,32.81499863,49.83333206,16.52000046,42.72999954,21.16397858,17.74500084,34.62517929,24.52000046,31.94149208
2006-07-13,46.41999817,23.13999939,27.88666725,43.43999863,64.06999969,64.94000244,33.79999924,35.91999817,69.69999695,48.5,44.54000092,39.95500183,57.74283218,56.54000092,60.27000046,28.27000046,41.24000168,68.55999756,7.146667004,9.227499962,27.95999908,31.69000053,48.68000031,16.5,41.63000107,21.10640144,17.49500084,34.04624176,23.55999947,31.68006134
2006-07-14,45.99000168,23.01000023,27.68000031,42.75,64.90000153,66.37999725,33.74000168,36.22000122,69.19000244,47.74000168,44.18999863,39.5,57.30804825,55.65999985,60.45999908,28.07999992,41.20999908,68.61000061,7.06666708,9.112500191,27.87999916,31.53499985,48.31999969,16.40999985,41.97999954,21.11599731,17.23500061,34.12554932,23.30500031,30.75499916
2006-07-17,46.5,22.70000076,27.64333344,42.90999985,64,64.87000275,33.65999985,36.36999893,69.19000244,47.54999924,43.34000015,38.97000122,56.90101624,55.81999969,60.90999985,28.07999992,41.06999969,67.83999634,7.045000076,9.130000114,27.94000053,31.64500046,47.13999939,16.42000008,41.04000092,21.34150314,16.91500092,34.37932968,22.20999908,30.60752487
2006-07-18,46.68000031,22.70000076,27.76666641,42.77000046,64.61000061,65.55000305,34.06999969,36.24000168,69.47000122,45.52999878,42.90000153,39.00999832,57.26179504,55.81000137,60.59999847,28.19000053,40.63000107,68.34999847,7.085000038,9.202500343,27.77000046,31.73500061,47.78666687,16.60000038,41.06000137,21.44705963,17.32500076,34.40311813,22.38999939,30.70807648
2006-07-19,47.59000015,23.32999992,28.69000053,43.54000092,64.66000366,65.98999786,34.91999817,36.45999908,71.12000275,45.72000122,44.27000046,40.28499985,58.71415329,56.63999939,61.31000137,28.59000015,41.11999893,67.98999786,7.438333035,9.282500267,28.68000031,32.64500046,49.16666794,17.05999947,41.79999924,22.20514488,18.125,34.65690231,23.47500038,31.8945694
2006-07-20,47.15000153,22.93000031,28.46999931,42.99000168,64.25,65.31999969,34.86000061,36.11999893,69.08000183,46.45000076,43.70999908,39.21500015,57.09528351,56.61000061,61.36999893,28.62000084,41.13999939,67.93000031,7.368332863,9.25,28.17000008,32.09500122,47.70666885,16.62000084,40.18000031,22.17155838,17.72500038,34.2682991,22.82999992,30.90917587
2006-07-21,46.54999924,22.39999962,28.15333366,41.95000076,63.93000031,64.44999695,34.90000153,36.54999924,68.34999847,46.08000183,43.34000015,38.07500076,56.80850983,56.06999969,61.72999954,28.59000015,41.15999985,67.44000244,6.921667099,9.192500114,28.11000061,31.00499916,46.5,16.45999908,39.45999908,22.47383118,17.55999947,33.87176514,22.5,30.56060219
2006-07-24,47.38000107,23.20999908,28.57666779,43.31000137,65.36000061,66.26999664,35.95000076,37.13000107,70.51999664,46.18000031,43.93000031,38.32500076,57.01202774,56.90000153,61.97999954,28.86000061,42.06999969,68.01000214,7.21999979,9.442500114,28.85000038,31.51000023,47.46666718,16.75,39.88000107,22.81928825,18.56999969,34.10175705,23.13999939,31.21082687
2006-07-25,47.93999863,22.85000038,28.46666718,43.58000183,65.73999786,66.94999695,36,36.65999985,70.66000366,46.52999878,44.54000092,38.63499832,57.17853928,56.88000107,62,28.96999931,42.47999954,69.37999725,7.256667137,9.50249958,29.30999947,31.68000031,47.83333206,16.96999931,41.84999847,23.06878471,18.47999954,34.31588364,23.76499939,31.04324341
2006-07-26,47.54000092,22.95999908,28.11333275,45.93000031,66.59999847,67.5,36.06000137,37.06000137,70.12999725,45.86999893,44.38000107,38.55500031,58.4458847,56.66999817,62.04999924,29.09000015,41.59000015,67.98999786,7.08833313,9.414999962,28.75,31.29999924,47.47999954,16.79999924,42.15000153,22.59857941,18.20999908,33.80832291,23.61000061,31.06335258
2006-07-27,47.45999908,22.87999916,29.06666756,44.79999924,66.47000122,67.73000336,35.61999893,36.81000137,70.72000122,46.09000015,45.43000031,38.50500107,57.81683731,56.43999863,62.56000137,29,41.81999969,68.12000275,7.054999828,9.31000042,28.45000076,30.64999962,47.1866684,16.44000053,42.43000031,22.65615654,17.875,34.12554932,22.48999977,31.13038635
2006-07-28,46.93000031,23.35000038,30.33333206,45.29999924,67,66.05000305,35.90000153,36.95000076,71.20999908,46.45999908,45.65000153,38.68999863,58.95467377,56.81000137,62.91999817,29.09000015,42.02999878,67.26000214,7.181666851,9.457500458,28.70000076,31.01000023,47.72000122,16.79000092,43.52000046,22.94403648,18.90999985,34.82344437,23.27000046,31.7202816
2006-07-31,46.77999878,22.81999969,30.48333359,45.36999893,67.73999786,65.77999878,35.83000183,37.13999939,70.87000275,45.91999817,45.72999954,39.45999908,59.13968658,56.20000076,62.54999924,28.77000046,41.63999939,67.01999664,7.143332958,9.432499886,28.35000038,30.77000046,48.15999985,16.5,44,22.92004585,18.29999924,34.70448685,23.77000046,31.59962273
2006-08-01,46.70000076,22.38999939,30.18666649,45.38999939,68.18000031,66.25,36.22999954,37.54999924,69.70999908,45.65000153,44.97999954,39.75,58.64014816,55.93000031,62.68000031,29.02000046,41.22000122,66.88999939,7.128333092,9.457500458,28.14999962,30.56999969,48.09999847,16.32999992,43.90000153,22.79529762,18.10000038,34.17313385,25.79999924,31.28456306
2006-08-02,47.70000076,22.79000092,30.54333305,45.70000076,68.48000336,65.97000122,36.41999817,37.61999893,70.75,45.77999878,45.47000122,39.74000168,59.7964859,58.29000092,63.15000153,28.92000008,41.36000061,67.01999664,7.081666946,9.387499809,28.5,31,48.58666611,16.40999985,42.86000061,22.62257004,18.47999954,35.52927017,25.63999939,31.73368835
