Date,WBA,LEG,BEN,SWK,XOM,CVX,BKH,NFG,CAT,TGT,ITW,EMR,APD,PG,JNJ,ATO,GPC,GD,AOS,HRL,LOW,PPG,PH,ABM,ADM,ABT,CWT,ADP,TNC,DOV
2000-01-21,29.9375,19.0625,11.79166698,26.0625,42.5,44.28125,23.3125,22.5,23.6875,32.40625,31.21875,30.03125,26.76919556,51.34375,44.9375,18.25,24.1875,24.6875,3.71875,4.929687977,11.84375,29.3125,31.16666794,10.59375,11.79138279,14.00009632,14.1875,40.0993042,16.4375,29.74614334
2000-01-24,29,18.6875,11.9375,25.5,42.125,44.40625,24.0625,22,22.65625,31.75,30.65625,29.0625,27.92553139,51.5625,41.84375,18.25,24.0625,23.21875,3.75,4.84375,11.6875,29,29.54166794,10.5625,11.22449017,13.46702576,13.6875,39.65320587,16,29.03391266
2000-01-25,28.4375,18.0625,12.83333302,25.125,42.03125,44.28125,24.1875,22.3125,21.8125,32.5625,29.8125,28.59375,28.73496819,48.75,42.625,17.75,23.6875,23.53125,3.5625,4.8125,11.5,28.28125,28.75,10.28125,11.11111069,13.29868889,13.4375,40.49583435,15.0625,29.03391266
2000-01-26,29.25,18.1875,12.66666698,24.5,41.75,43.875,24.9375,22.125,22.46875,34.0625,30.15625,28.25,29.13968468,50.3125,41.75,16.9375,23.1875,23.46875,3.489583015,4.921875,11.65625,28.71875,29.375,10.25,11.05442238,13.32674503,13.34375,40.44626999,15.375,28.74064064
2000-01-27,29.125,18.125,12.29166698,25.25,40.5,42.15625,24.1875,21.75,22.28125,33.65625,29.875,27.84375,28.56151772,52.03125,40.25,17,23,23.5,3.385416985,4.84375,11.453125,29.0625,29.25,10.25,10.88435364,13.83175755,13.4375,39.80190277,15.25,28.19599342
2000-01-28,28.8125,17.9375,11.91666698,24.75,39.4375,41.28125,24.25,21.9375,21.75,31.6875,28.75,28,27.57863045,50.15625,42.25,16.75,22.75,23.625,3.3125,4.796875,11.140625,28.34375,28.125,10.09375,10.71428585,14.30871582,13.75,38.81057358,15.1875,27.48376083
2000-01-31,27.9375,18,11.89583302,25.125,41.4375,41.8125,23.9375,22.28125,21.21875,32.9375,29.25,27.53125,27.40517998,50.53125,43.03125,17.5,24.125,23.5625,3.291666985,5.078125,11.15625,27.53125,28.83333206,10.25,10.65759563,14.61733532,13.3125,37.62097931,16.25,27.02290535
2000-02-01,28.8125,18.25,11.66666698,25.125,41.59375,41.59375,24,22.3125,21.59375,33.71875,29.65625,27.3125,28.33024979,49.75,42.40625,17.75,23.0625,24.15625,3.239583015,4.851562977,11.765625,28.03125,29.41666794,10.3125,10.88435364,14.75761604,13.875,38.21577454,15.1875,27.23238564
2000-02-02,28.9375,17.6875,11.85416698,25.9375,41.90625,41.3125,23.9375,22,21.71875,34,29.65625,26.75,28.09898186,49.3125,42.6875,17.4375,23,23.75,3.270833015,4.765625,11.8125,27.53125,28.70833206,10.21875,10.65759563,14.84178543,14.125,36.13398361,15.578125,27.27428055
2000-02-03,28.875,18.1875,11.79166698,26.125,41.1875,40.71875,24.3125,22.53125,21.15625,33.03125,30.1875,27.0625,28.4458828,48.90625,41.65625,17.8125,23.125,23.125,3.15625,4.734375,11.78125,27.375,28.375,10.5,10.65759563,14.92595387,14.75,38.56274033,16,27.27428055
2000-02-04,29.1875,17.625,12.10416698,25.625,40.4375,39.28125,24.1875,21.875,21.15625,32.3125,30.15625,25.875,28.56151772,47.375,41.0625,17.6875,22.75,22.78125,3.145833015,4.734375,12.09375,27.03125,27.95833206,10.9375,10.65759563,15.45902443,15.4375,38.06707764,15.875,27.27428055
2000-02-07,28.9375,17.3125,11.85416698,24.9375,40.375,39.53125,24.1875,21.75,20.625,32.84375,30.28125,24.96875,28.50370026,46.625,40.71875,17.375,22.9375,22.25,3.1875,4.640625,11.734375,26.15625,27.29166794,10.875,10.65759563,15.17846107,15.46875,36.87747955,15.75,27.35807228
2000-02-08,30.125,17.5,11.70833302,24.9375,39.46875,39.15625,24.6875,21.78125,20.5,34.34375,29.84375,24.9375,27.92553139,47.875,41.03125,17.3125,22.75,21.5,3.010416985,4.75,12.109375,25.9375,27.29166794,10.59375,10.60090733,15.31874275,15.0625,36.92704773,16,26.85532188
